"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
spring-boot-demo,"Mon, 6 Jun 2022 21:50:32 -0500",spring-boot-2.3.4.RELEASE.jar,C:\Users\AMYEL\.m2\repository\org\springframework\boot\spring-boot\2.3.4.RELEASE\spring-boot-2.3.4.RELEASE.jar,Spring Boot,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",d344958f6acd622e442372aaa02953a9,f23f14ae4062d5983db89b7c7336166b6734fc57,pkg:maven/org.springframework.boot/spring-boot@2.3.4.RELEASE,"cpe:2.3:a:vmware:spring_boot:2.3.4:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:2.3.4:release:*:*:*:*:*:*",CVE-2013-7315,"CWE-264 Permissions, Privileges, and Access Controls","The Spring MVC in Spring Framework before 3.2.4 and 4.0.0.M1 through 4.0.0.M2 does not disable external entity resolution for the StAX XMLInputFactory, which allows context-dependent attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via crafted XML with JAXB, aka an XML External Entity (XXE) issue, and a different vulnerability than CVE-2013-4152.  NOTE: this issue was SPLIT from CVE-2013-4152 due to different affected versions.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,29
spring-boot-demo,"Mon, 6 Jun 2022 21:50:32 -0500",spring-boot-2.3.4.RELEASE.jar,C:\Users\AMYEL\.m2\repository\org\springframework\boot\spring-boot\2.3.4.RELEASE\spring-boot-2.3.4.RELEASE.jar,Spring Boot,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",d344958f6acd622e442372aaa02953a9,f23f14ae4062d5983db89b7c7336166b6734fc57,pkg:maven/org.springframework.boot/spring-boot@2.3.4.RELEASE,"cpe:2.3:a:vmware:spring_boot:2.3.4:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:2.3.4:release:*:*:*:*:*:*",CVE-2014-0054,CWE-352 Cross-Site Request Forgery (CSRF),"The Jaxb2RootElementHttpMessageConverter in Spring MVC in Spring Framework before 3.2.8 and 4.0.0 before 4.0.2 does not disable external entity resolution, which allows remote attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via crafted XML, aka an XML External Entity (XXE) issue.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-4152, CVE-2013-7315, and CVE-2013-6429.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,29
spring-boot-demo,"Mon, 6 Jun 2022 21:50:32 -0500",spring-boot-2.3.4.RELEASE.jar,C:\Users\AMYEL\.m2\repository\org\springframework\boot\spring-boot\2.3.4.RELEASE\spring-boot-2.3.4.RELEASE.jar,Spring Boot,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",d344958f6acd622e442372aaa02953a9,f23f14ae4062d5983db89b7c7336166b6734fc57,pkg:maven/org.springframework.boot/spring-boot@2.3.4.RELEASE,"cpe:2.3:a:vmware:spring_boot:2.3.4:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:2.3.4:release:*:*:*:*:*:*",CVE-2016-1000027,CWE-502 Deserialization of Untrusted Data,"Pivotal Spring Framework through 5.3.16 suffers from a potential remote code execution (RCE) issue if used for Java deserialization of untrusted data. Depending on how the library is implemented within a product, this issue may or not occur, and authentication may be required. NOTE: the vendor's position is that untrusted data is not an intended use case. The product's behavior will not be changed because some users rely on deserialization of trusted data.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,29
spring-boot-demo,"Mon, 6 Jun 2022 21:50:32 -0500",spring-boot-2.3.4.RELEASE.jar,C:\Users\AMYEL\.m2\repository\org\springframework\boot\spring-boot\2.3.4.RELEASE\spring-boot-2.3.4.RELEASE.jar,Spring Boot,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",d344958f6acd622e442372aaa02953a9,f23f14ae4062d5983db89b7c7336166b6734fc57,pkg:maven/org.springframework.boot/spring-boot@2.3.4.RELEASE,"cpe:2.3:a:vmware:spring_boot:2.3.4:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:2.3.4:release:*:*:*:*:*:*",CVE-2022-22965,CWE-94 Improper Control of Generation of Code ('Code Injection'),"A Spring MVC or Spring WebFlux application running on JDK 9+ may be vulnerable to remote code execution (RCE) via data binding. The specific exploit requires the application to run on Tomcat as a WAR deployment. If the application is deployed as a Spring Boot executable jar, i.e. the default, it is not vulnerable to the exploit. However, the nature of the vulnerability is more general, and there may be other ways to exploit it.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,29
spring-boot-demo,"Mon, 6 Jun 2022 21:50:32 -0500",spring-boot-2.3.4.RELEASE.jar,C:\Users\AMYEL\.m2\repository\org\springframework\boot\spring-boot\2.3.4.RELEASE\spring-boot-2.3.4.RELEASE.jar,Spring Boot,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",d344958f6acd622e442372aaa02953a9,f23f14ae4062d5983db89b7c7336166b6734fc57,pkg:maven/org.springframework.boot/spring-boot@2.3.4.RELEASE,"cpe:2.3:a:vmware:spring_boot:2.3.4:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:2.3.4:release:*:*:*:*:*:*",CVE-2022-22968,CWE-178 Improper Handling of Case Sensitivity,"In Spring Framework versions 5.3.0 - 5.3.18, 5.2.0 - 5.2.20, and older unsupported versions, the patterns for disallowedFields on a DataBinder are case sensitive which means a field is not effectively protected unless it is listed with both upper and lower case for the first character of the field, including upper and lower case for the first character of all nested fields within the property path.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGH,29
spring-boot-demo,"Mon, 6 Jun 2022 21:50:32 -0500",spring-boot-2.3.4.RELEASE.jar,C:\Users\AMYEL\.m2\repository\org\springframework\boot\spring-boot\2.3.4.RELEASE\spring-boot-2.3.4.RELEASE.jar,Spring Boot,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",d344958f6acd622e442372aaa02953a9,f23f14ae4062d5983db89b7c7336166b6734fc57,pkg:maven/org.springframework.boot/spring-boot@2.3.4.RELEASE,"cpe:2.3:a:vmware:spring_boot:2.3.4:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:2.3.4:release:*:*:*:*:*:*",CVE-2022-22970,CWE-770 Allocation of Resources Without Limits or Throttling,"In spring framework versions prior to 5.3.20+ , 5.2.22+ and old unsupported versions, applications that handle file uploads are vulnerable to DoS attack if they rely on data binding to set a MultipartFile or javax.servlet.Part to a field in a model object.",NVD,LOW,3.5,/AV:N/AC:M/Au:S/C:N/I:N/A:P,MEDIUM,5.3,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,29
spring-boot-demo,"Mon, 6 Jun 2022 21:50:32 -0500",spring-boot-2.3.4.RELEASE.jar,C:\Users\AMYEL\.m2\repository\org\springframework\boot\spring-boot\2.3.4.RELEASE\spring-boot-2.3.4.RELEASE.jar,Spring Boot,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",d344958f6acd622e442372aaa02953a9,f23f14ae4062d5983db89b7c7336166b6734fc57,pkg:maven/org.springframework.boot/spring-boot@2.3.4.RELEASE,"cpe:2.3:a:vmware:spring_boot:2.3.4:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:2.3.4:release:*:*:*:*:*:*",CVE-2022-27772,CWE-668 Exposure of Resource to Wrong Sphere,** UNSUPPORTED WHEN ASSIGNED ** spring-boot versions prior to version v2.2.11.RELEASE was vulnerable to temporary directory hijacking. This vulnerability impacted the org.springframework.boot.web.server.AbstractConfigurableWebServerFactory.createTempDir method. NOTE: This vulnerability only affects products and/or versions that are no longer supported by the maintainer.,OSSINDEX,HIGH,7.8,/AV:L/AC:L/Au:/C:H/I:H/A:H,"","","",HIGH,29
spring-boot-demo,"Mon, 6 Jun 2022 21:50:32 -0500",spring-boot-starter-2.3.4.RELEASE.jar,C:\Users\AMYEL\.m2\repository\org\springframework\boot\spring-boot-starter\2.3.4.RELEASE\spring-boot-starter-2.3.4.RELEASE.jar,"Core starter, including auto-configuration support, logging and YAML","Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",043a584ae820281f4f50ded0e98dfac7,cfeb7cce94a342b4b31b64c42a82c287c2f17207,pkg:maven/org.springframework.boot/spring-boot-starter@2.3.4.RELEASE,"cpe:2.3:a:vmware:spring_boot:2.3.4:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:2.3.4:release:*:*:*:*:*:*",CVE-2013-4152,"CWE-264 Permissions, Privileges, and Access Controls","The Spring OXM wrapper in Spring Framework before 3.2.4 and 4.0.0.M1, when using the JAXB marshaller, does not disable entity resolution, which allows context-dependent attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via an XML external entity declaration in conjunction with an entity reference in a (1) DOMSource, (2) StAXSource, (3) SAXSource, or (4) StreamSource, aka an XML External Entity (XXE) issue.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,25
spring-boot-demo,"Mon, 6 Jun 2022 21:50:32 -0500",spring-boot-starter-2.3.4.RELEASE.jar,C:\Users\AMYEL\.m2\repository\org\springframework\boot\spring-boot-starter\2.3.4.RELEASE\spring-boot-starter-2.3.4.RELEASE.jar,"Core starter, including auto-configuration support, logging and YAML","Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",043a584ae820281f4f50ded0e98dfac7,cfeb7cce94a342b4b31b64c42a82c287c2f17207,pkg:maven/org.springframework.boot/spring-boot-starter@2.3.4.RELEASE,"cpe:2.3:a:vmware:spring_boot:2.3.4:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:2.3.4:release:*:*:*:*:*:*",CVE-2013-7315,"CWE-264 Permissions, Privileges, and Access Controls","The Spring MVC in Spring Framework before 3.2.4 and 4.0.0.M1 through 4.0.0.M2 does not disable external entity resolution for the StAX XMLInputFactory, which allows context-dependent attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via crafted XML with JAXB, aka an XML External Entity (XXE) issue, and a different vulnerability than CVE-2013-4152.  NOTE: this issue was SPLIT from CVE-2013-4152 due to different affected versions.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,25
spring-boot-demo,"Mon, 6 Jun 2022 21:50:32 -0500",spring-boot-starter-2.3.4.RELEASE.jar,C:\Users\AMYEL\.m2\repository\org\springframework\boot\spring-boot-starter\2.3.4.RELEASE\spring-boot-starter-2.3.4.RELEASE.jar,"Core starter, including auto-configuration support, logging and YAML","Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",043a584ae820281f4f50ded0e98dfac7,cfeb7cce94a342b4b31b64c42a82c287c2f17207,pkg:maven/org.springframework.boot/spring-boot-starter@2.3.4.RELEASE,"cpe:2.3:a:vmware:spring_boot:2.3.4:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:2.3.4:release:*:*:*:*:*:*",CVE-2014-0054,CWE-352 Cross-Site Request Forgery (CSRF),"The Jaxb2RootElementHttpMessageConverter in Spring MVC in Spring Framework before 3.2.8 and 4.0.0 before 4.0.2 does not disable external entity resolution, which allows remote attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via crafted XML, aka an XML External Entity (XXE) issue.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-4152, CVE-2013-7315, and CVE-2013-6429.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,25
spring-boot-demo,"Mon, 6 Jun 2022 21:50:32 -0500",spring-boot-starter-2.3.4.RELEASE.jar,C:\Users\AMYEL\.m2\repository\org\springframework\boot\spring-boot-starter\2.3.4.RELEASE\spring-boot-starter-2.3.4.RELEASE.jar,"Core starter, including auto-configuration support, logging and YAML","Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",043a584ae820281f4f50ded0e98dfac7,cfeb7cce94a342b4b31b64c42a82c287c2f17207,pkg:maven/org.springframework.boot/spring-boot-starter@2.3.4.RELEASE,"cpe:2.3:a:vmware:spring_boot:2.3.4:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:2.3.4:release:*:*:*:*:*:*",CVE-2016-1000027,CWE-502 Deserialization of Untrusted Data,"Pivotal Spring Framework through 5.3.16 suffers from a potential remote code execution (RCE) issue if used for Java deserialization of untrusted data. Depending on how the library is implemented within a product, this issue may or not occur, and authentication may be required. NOTE: the vendor's position is that untrusted data is not an intended use case. The product's behavior will not be changed because some users rely on deserialization of trusted data.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,25
spring-boot-demo,"Mon, 6 Jun 2022 21:50:32 -0500",spring-boot-starter-2.3.4.RELEASE.jar,C:\Users\AMYEL\.m2\repository\org\springframework\boot\spring-boot-starter\2.3.4.RELEASE\spring-boot-starter-2.3.4.RELEASE.jar,"Core starter, including auto-configuration support, logging and YAML","Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",043a584ae820281f4f50ded0e98dfac7,cfeb7cce94a342b4b31b64c42a82c287c2f17207,pkg:maven/org.springframework.boot/spring-boot-starter@2.3.4.RELEASE,"cpe:2.3:a:vmware:spring_boot:2.3.4:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:2.3.4:release:*:*:*:*:*:*",CVE-2022-22965,CWE-94 Improper Control of Generation of Code ('Code Injection'),"A Spring MVC or Spring WebFlux application running on JDK 9+ may be vulnerable to remote code execution (RCE) via data binding. The specific exploit requires the application to run on Tomcat as a WAR deployment. If the application is deployed as a Spring Boot executable jar, i.e. the default, it is not vulnerable to the exploit. However, the nature of the vulnerability is more general, and there may be other ways to exploit it.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,25
spring-boot-demo,"Mon, 6 Jun 2022 21:50:32 -0500",spring-boot-starter-2.3.4.RELEASE.jar,C:\Users\AMYEL\.m2\repository\org\springframework\boot\spring-boot-starter\2.3.4.RELEASE\spring-boot-starter-2.3.4.RELEASE.jar,"Core starter, including auto-configuration support, logging and YAML","Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",043a584ae820281f4f50ded0e98dfac7,cfeb7cce94a342b4b31b64c42a82c287c2f17207,pkg:maven/org.springframework.boot/spring-boot-starter@2.3.4.RELEASE,"cpe:2.3:a:vmware:spring_boot:2.3.4:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:2.3.4:release:*:*:*:*:*:*",CVE-2022-22968,CWE-178 Improper Handling of Case Sensitivity,"In Spring Framework versions 5.3.0 - 5.3.18, 5.2.0 - 5.2.20, and older unsupported versions, the patterns for disallowedFields on a DataBinder are case sensitive which means a field is not effectively protected unless it is listed with both upper and lower case for the first character of the field, including upper and lower case for the first character of all nested fields within the property path.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGH,25
